subject,conditions,late_pro_prob,inhib_fail_prob,late_pro_rt,anti_rt,inhib_fail_rt,predicted_pro_rt,predicted_pro_prob,predicted_anti_rt,predicted_anti_prob,age,test_retest
59,1,0.0545727679842442,0.0412512493264158,3.28970363108448,3.43940972254461,1.28684853000153,2.38523319324601,0.0948958970087936,3.43746555712409,0.905104102991207,0,1
59,2,0.988619742678499,0.0789711566529668,3.1373989742431,3.02071143739704,1.6171643417273,3.01004755773609,0.989329241321703,2.98736306139333,0.0106707586782966,0,1
60,1,0.0520472251491381,0.0376967497914545,2.50524469966063,3.35344298158612,1.55842104683783,2.13207122167813,0.0903174496251915,3.34993821845138,0.909682550374808,1,1
60,2,0.949927269132762,0.0457524226392991,3.043677661838,2.30380547451738,1.69033186876634,2.97224585818888,0.951507041953037,2.28811731741355,0.0484929580469631,1,1
61,1,0.0286262382819999,0.323453762665356,3.90317888797753,4.18636547732223,1.28605393331329,1.427831323792,0.343834566680123,4.1559171002051,0.656165433319877,0,1
61,2,0.985164014098569,0.623184411389434,3.16463651718386,2.79904957300807,1.41949381355303,2.06643695335055,0.993640819858787,2.60148856748702,0.00635918014121317,0,1
62,1,0.0135881653193616,0.00967486173672391,3.64295580910162,3.86151473536289,0.809839111015708,2.24328780612838,0.0252302996838602,3.8613985889933,0.97476970031614,1,1
62,2,0.992098635634849,0.0355174321713813,3.43956757634895,3.22875102856168,2.33906074356334,3.39778274364619,0.992265623391357,3.2022678984392,0.00773437660864345,1,1
63,1,0.159511291391018,0.106189294836415,3.8346341938441,4.27932424694615,1.57967411195687,2.87368335154068,0.252539337793253,4.24219339333948,0.747460662206746,1,1
63,2,0.972044709395079,0.0492631689030954,3.39159395214164,2.61449855972046,1.09022759807237,3.27094017147582,0.973245741807834,2.60053887417271,0.0267542581921657,1,1
64,1,0.0183218036741861,0.0190927256061653,3.07622450626943,3.31079267163783,1.98565948697832,2.45680852319794,0.0390460772442769,3.3094148437188,0.960953922755723,1,1
64,2,0.985983371310558,0.0556354430147967,3.15148063561426,2.89706594695495,2.4766209411598,3.09909004597829,0.986648757829701,2.87680493151443,0.0133512421702985,1,1
65,1,0.0181151186544784,0.0704565290331824,2.42366888006702,2.85393163021026,1.46439812775526,1.62974990747726,0.0893529243690592,2.85029284118125,0.910647075630941,0,1
65,2,0.992922564057648,0.0907289955231084,2.58073046241315,2.411168363333,1.91703686149397,2.49360227114535,0.993640886674455,2.34769601465172,0.00635911332554466,0,1
66,1,0.360879902916206,0.0923846629875684,4.19349209394546,5.02070945785466,1.10811723181544,3.5175154873938,0.421665022380382,5.01844280997124,0.578334977619618,1,1
66,2,0.928230103942027,0.197022827341124,3.95169560348459,3.7277347399536,2.09865884119682,3.52921428167173,0.941763086657221,3.65844054486027,0.0582369133427791,1,1
67,1,0.0687820583416997,0.171471999346522,2.93858573695347,3.75402548600359,1.59213816590677,1.92920491389336,0.231518647180527,3.73469945628338,0.768481352819473,0,1
67,2,0.928394468650284,0.218414076511375,3.22833477124888,3.22675216161297,2.33788608691483,2.82187058176932,0.947419280292313,2.77100211296402,0.0525807197076868,0,1
68,1,0.0586661295816712,0.112390936779195,4.10571186870071,4.76766955271379,2.32616206929666,2.86122597091194,0.166767422465945,4.75589822810699,0.833232577534055,1,1
68,2,0.960899705646235,0.213041789210101,4.24366084414484,3.81686098330948,2.03587098741694,3.73534607230794,0.96804157989412,3.75864193202928,0.0319584201058802,1,1
69,1,0.0548146748152939,0.0733485961140784,2.56407091323133,3.14540879846712,1.38271238269296,1.85340877686669,0.125834308558233,3.14019400327811,0.874165691441766,0,1
69,2,0.98881501828711,0.039317314210713,2.51652877653744,2.09784235771477,1.43661621265197,2.4664458720616,0.98913277487571,2.0812098629391,0.0108672251242894,0,1
70,1,0.0745661740126556,0.0902496699604409,2.57662643998863,2.86196210392077,2.15905399645021,2.34400438555005,0.161966733341144,2.82687183728796,0.838033266658856,0,1
70,2,0.985050177644136,0.0420583173501319,2.64600529075002,2.26860244486784,1.48397098550502,2.58907717760855,0.985550219160989,2.25410234639397,0.014449780839011,0,1
71,1,0.0678943622467655,0.0593006116385955,3.2969746702751,3.67126007692422,1.37164273300274,2.36944578900497,0.124800390654421,3.66851709145664,0.875199609345579,1,1
71,2,0.99196204484017,0.0438885573348218,3.53721783874232,3.14057520092087,1.39030366861848,3.43652183253578,0.992256004171274,3.11317089558755,0.00774399582872577,1,1
72,1,0.00970315299772092,0.0333942186305867,2.99945651670007,3.37729316896265,1.70060797216823,1.92236113414908,0.0443929051650746,3.37536037264746,0.955607094834925,1,1
72,2,0.988974994875052,0.170678723446492,2.94558419089246,2.94675599652373,1.73131094614945,2.72704850313351,0.992482033425369,2.7938611446723,0.00751796657463079,1,1
73,1,0.02422028794807,0.0538216198204148,2.90925512182005,3.42165023342114,1.46621129823283,1.86656281388743,0.0785236070351431,3.41538684558562,0.921476392964857,0,1
73,2,0.991265200102258,0.03462891446273,2.95761720222336,2.56231601406603,1.96785057869154,2.91167943739454,0.991460007215024,2.53530818399761,0.00853999278497645,0,1
74,1,0.107519533719883,0.0329828316007011,2.79165917495451,3.40424095889856,1.62386912341614,2.52754433215636,0.139427962505159,3.39730868227991,0.860572037494841,1,1
74,2,0.991163250096777,0.0559075238936602,2.69711767759137,2.19432015577139,1.4882060338012,2.61895504235325,0.991478796872601,2.16318935609483,0.00852120312739923,1,1
75,1,0.106810433961472,0.298195516025496,3.12282745302325,4.18196378065776,1.96942334410195,2.18064250628068,0.382279402653832,4.13819121469419,0.617720597346168,1,1
75,2,0.945984119611889,0.082162569518535,2.4652948013876,2.28876681715671,1.47466583244702,2.34793486639183,0.950008963874944,2.23960149073481,0.0499910361250556,1,1
76,1,0.0485958384772079,0.0406569198149922,3.39016227202401,3.89925201498675,1.22845544798699,2.37759163136082,0.0891214473692826,3.89749870219232,0.910878552630717,1,1
76,2,0.991050395016526,0.055947978887621,3.14225212142128,2.74504947225379,1.15629223267621,3.02461944925399,0.991466741406383,2.71682362501347,0.00853325859361717,1,1
77,1,0.0663009633646656,0.0508474845825846,2.65737312577194,3.2394364397095,1.34102503684216,2.07958462396773,0.1158680267096,3.23232029763246,0.8841319732904,0,1
77,2,0.388195860358209,0.190268786749531,2.85054568094909,3.33782439838322,2.27254919142977,2.58367086939489,0.521347912711814,3.24268633978966,0.478652087288186,0,1
78,1,0.186148456974074,0.102033113185659,3.21655129046469,4.4699844096845,1.97009496545425,2.7658222290812,0.276057804912641,4.45550854021184,0.723942195087358,1,1
78,2,0.921054555316736,0.0861136890108728,2.94385498256777,2.19585362483883,1.72394478790784,2.8162735714889,0.926003168746949,2.16595160264723,0.0739968312530512,1,1
79,1,0.0508188161476704,0.0584194735207408,2.56801900787128,3.25811143903881,1.47761195183663,1.98922476028287,0.108635711318246,3.25151825559925,0.891364288681755,0,1
79,2,0.947273775228209,0.0826136663311448,3.14239584144874,2.39973210125963,1.44466261351103,2.9848997402698,0.950800881558772,2.37754199389928,0.0491991184412283,0,1
80,1,0.0426033737402295,0.0531144757603036,3.01721670872835,3.94832065377922,1.66435193969644,2.27448620182013,0.0954542017135102,3.94274687278886,0.90454579828649,1,1
80,2,0.951827183551329,0.0427292377887018,3.19456198048183,2.58980297057288,1.47854575464994,3.10966925409091,0.953710894769262,2.57575182514376,0.0462891052307376,1,1
81,1,0.0215524450937168,0.0330886702217649,2.71555784812875,3.49784752923252,1.17486319771261,1.70117337217629,0.0556490798601641,3.49694003011527,0.944350920139836,0,1
81,2,0.953820528348477,0.104659770547946,3.21919855250929,2.39951624596877,1.67365266833014,3.04479292007686,0.9573702408891,2.36575863554062,0.0426297591109,0,1
82,1,0.0108320350949628,0.125407452699434,2.63738067006258,2.95452083645837,1.43229600852219,1.49678793704436,0.136493635471419,2.94988307802107,0.863506364528581,0,1
82,2,0.990148661743251,0.476277386189819,2.92341329471674,2.59945199492724,1.84095534588409,2.36942664046907,0.99381084991743,2.43239644961526,0.00618915008256987,0,1
83,1,0.0293071529436556,0.012688698088128,2.61970754845376,2.99171568780734,1.16046789962115,2.18071475314951,0.0431768728248715,2.99040803138623,0.956823127175129,0,1
